"","state","year","barrels","type"
"1202","WI",2009,9095536.35,"Bottles and Cans"
"1203","WI",2010,10240080.7,"Bottles and Cans"
"1204","WI",2011,9002320.57,"Bottles and Cans"
"1205","WI",2012,8884190.43,"Bottles and Cans"
"1206","WI",2013,9038409.69,"Bottles and Cans"
"1207","WI",2014,9100215.78,"Bottles and Cans"
"1208","WI",2015,9090297.72,"Bottles and Cans"
"1209","WI",2016,9142816.33,"Bottles and Cans"
"1210","WI",2017,9189949.38,"Bottles and Cans"
"1211","WI",2018,9225292.71,"Bottles and Cans"
"1212","WI",2019,8353029.28,"Bottles and Cans"
"1213","WV",2008,1277.63,"Bottles and Cans"
"1214","WV",2009,734,"Bottles and Cans"
"1215","WV",2010,569.55,"Bottles and Cans"
"1216","WV",2011,120.33,"Bottles and Cans"
"1217","WV",2012,23.18,"Bottles and Cans"
"1218","WV",2013,87.86,"Bottles and Cans"
"1219","WV",2014,43.45,"Bottles and Cans"
"1220","WV",2015,60.86,"Bottles and Cans"
"1221","WV",2016,40.86,"Bottles and Cans"
"1222","WV",2017,15.6,"Bottles and Cans"
"1223","WV",2018,20.73,"Bottles and Cans"
"1224","WV",2019,14.16,"Bottles and Cans"
"1225","WY",2008,1666.38,"Bottles and Cans"
"1226","WY",2009,1851.16,"Bottles and Cans"
"1227","WY",2010,1649.54,"Bottles and Cans"
"1228","WY",2011,1916.37,"Bottles and Cans"
"1229","WY",2012,2580.15,"Bottles and Cans"
"1230","WY",2013,2755.25,"Bottles and Cans"
"1231","WY",2014,2447.42,"Bottles and Cans"
"1232","WY",2015,3409.94,"Bottles and Cans"
"1233","WY",2016,6946.93,"Bottles and Cans"
"1234","WY",2017,7393.61,"Bottles and Cans"
"1235","WY",2018,11129.22,"Bottles and Cans"
"1236","WY",2019,14611.11,"Bottles and Cans"
"1237","total",2008,166930011.93,"Bottles and Cans"
"1238","total",2009,165432246.88,"Bottles and Cans"
"1239","total",2010,162972112.66,"Bottles and Cans"
"1240","total",2011,159708194.46,"Bottles and Cans"
"1241","total",2012,161692656.22,"Bottles and Cans"
"1242","total",2013,159413578.77,"Bottles and Cans"
"1243","total",2014,158542512.22,"Bottles and Cans"
"1244","total",2015,157014623.95,"Bottles and Cans"
"1245","total",2016,155415745.23,"Bottles and Cans"
"1246","total",2017,151507541.28,"Bottles and Cans"
"1247","total",2018,148100648.51,"Bottles and Cans"
"1248","total",2019,148590625.56,"Bottles and Cans"
"1249","AK",2008,50920.35,"Kegs and Barrels"
"1250","AK",2009,52278.05,"Kegs and Barrels"
"1251","AK",2010,54395.32,"Kegs and Barrels"
"1252","AK",2011,58519.66,"Kegs and Barrels"
"1253","AK",2012,65679.13,"Kegs and Barrels"
"1254","AK",2013,68867.58,"Kegs and Barrels"
"1255","AK",2014,73823.62,"Kegs and Barrels"
"1256","AK",2015,74606.28,"Kegs and Barrels"
"1257","AK",2016,69473.78,"Kegs and Barrels"
"1258","AK",2017,66217.06,"Kegs and Barrels"
"1259","AK",2018,62922.15,"Kegs and Barrels"
"1260","AK",2019,55454.19,"Kegs and Barrels"
"1261","AL",2008,157.33,"Kegs and Barrels"
"1262","AL",2009,459.88,"Kegs and Barrels"
"1263","AL",2010,547.69,"Kegs and Barrels"
"1264","AL",2011,1810.06,"Kegs and Barrels"
"1265","AL",2012,6453.45,"Kegs and Barrels"
"1266","AL",2013,11747.74,"Kegs and Barrels"
"1267","AL",2014,13749.96,"Kegs and Barrels"
"1268","AL",2015,11465.23,"Kegs and Barrels"
"1269","AL",2016,11846.23,"Kegs and Barrels"
"1270","AL",2017,8771.22,"Kegs and Barrels"
"1271","AL",2018,9873.67,"Kegs and Barrels"
"1272","AL",2019,9014.92,"Kegs and Barrels"
"1273","AR",2008,882.83,"Kegs and Barrels"
"1274","AR",2009,1081.95,"Kegs and Barrels"
"1275","AR",2010,1318.17,"Kegs and Barrels"
"1276","AR",2011,1144.17,"Kegs and Barrels"
"1277","AR",2012,125.94,"Kegs and Barrels"
"1278","AR",2013,1078.21,"Kegs and Barrels"
"1279","AR",2014,2787.48,"Kegs and Barrels"
"1280","AR",2015,6965.83,"Kegs and Barrels"
"1281","AR",2016,9058.3,"Kegs and Barrels"
"1282","AR",2017,4824.97,"Kegs and Barrels"
"1283","AR",2018,1623.57,"Kegs and Barrels"
"1284","AR",2019,3959.08,"Kegs and Barrels"
"1285","AZ",2008,18635.98,"Kegs and Barrels"
"1286","AZ",2009,18303.18,"Kegs and Barrels"
"1287","AZ",2010,24410.52,"Kegs and Barrels"
"1288","AZ",2011,32848.92,"Kegs and Barrels"
"1289","AZ",2012,44792.72,"Kegs and Barrels"
"1290","AZ",2013,59074.04,"Kegs and Barrels"
"1291","AZ",2014,80214.06,"Kegs and Barrels"
"1292","AZ",2015,74997.94,"Kegs and Barrels"
"1293","AZ",2016,71863.7,"Kegs and Barrels"
"1294","AZ",2017,70469.77,"Kegs and Barrels"
"1295","AZ",2018,71892.05,"Kegs and Barrels"
"1296","AZ",2019,88478.11,"Kegs and Barrels"
"1297","CA",2008,2005517.01,"Kegs and Barrels"
"1298","CA",2009,2070667.22,"Kegs and Barrels"
"1299","CA",2010,2198550.1,"Kegs and Barrels"
"1300","CA",2011,2166028.35,"Kegs and Barrels"
"1301","CA",2012,2272768.96,"Kegs and Barrels"
"1302","CA",2013,2388676.84,"Kegs and Barrels"
"1303","CA",2014,2330092.84,"Kegs and Barrels"
"1304","CA",2015,2220498.84,"Kegs and Barrels"
"1305","CA",2016,2165833.96,"Kegs and Barrels"
"1306","CA",2017,2178070.92,"Kegs and Barrels"
"1307","CA",2018,2054263.98,"Kegs and Barrels"
"1308","CA",2019,1977084,"Kegs and Barrels"
"1309","CO",2008,2564428.26,"Kegs and Barrels"
"1310","CO",2009,2285814.82,"Kegs and Barrels"
"1311","CO",2010,2279812.02,"Kegs and Barrels"
"1312","CO",2011,2277201.65,"Kegs and Barrels"
"1313","CO",2012,2290799.82,"Kegs and Barrels"
"1314","CO",2013,2177094.68,"Kegs and Barrels"
"1315","CO",2014,2207491.04,"Kegs and Barrels"
"1316","CO",2015,2083226.02,"Kegs and Barrels"
"1317","CO",2016,1898362.52,"Kegs and Barrels"
"1318","CO",2017,1560670.89,"Kegs and Barrels"
"1319","CO",2018,1598523.94,"Kegs and Barrels"
"1320","CO",2019,1570358.69,"Kegs and Barrels"
"1321","CT",2008,3851.71,"Kegs and Barrels"
"1322","CT",2009,5471.25,"Kegs and Barrels"
"1323","CT",2010,6823.23,"Kegs and Barrels"
"1324","CT",2011,8033.77,"Kegs and Barrels"
"1325","CT",2012,6849.69,"Kegs and Barrels"
"1326","CT",2013,20486.04,"Kegs and Barrels"
"1327","CT",2014,33903.03,"Kegs and Barrels"
"1328","CT",2015,38194.71,"Kegs and Barrels"
"1329","CT",2016,47595.2,"Kegs and Barrels"
"1330","CT",2017,93599.78,"Kegs and Barrels"
"1331","CT",2018,50128.49,"Kegs and Barrels"
"1332","CT",2019,46190.93,"Kegs and Barrels"
"1333","DC",2008,NA,"Kegs and Barrels"
"1334","DC",2009,NA,"Kegs and Barrels"
"1335","DC",2010,NA,"Kegs and Barrels"
"1336","DC",2011,1366.16,"Kegs and Barrels"
"1337","DC",2012,4257.53,"Kegs and Barrels"
"1338","DC",2013,5934.43,"Kegs and Barrels"
"1339","DC",2014,8335.8,"Kegs and Barrels"
"1340","DC",2015,8925.18,"Kegs and Barrels"
"1341","DC",2016,9664.33,"Kegs and Barrels"
"1342","DC",2017,9813.66,"Kegs and Barrels"
"1343","DC",2018,8975.52,"Kegs and Barrels"
"1344","DC",2019,5741.02,"Kegs and Barrels"
"1345","DE",2008,25709.65,"Kegs and Barrels"
"1346","DE",2009,37560.36,"Kegs and Barrels"
"1347","DE",2010,48117.54,"Kegs and Barrels"
"1348","DE",2011,57886.92,"Kegs and Barrels"
"1349","DE",2012,65524.44,"Kegs and Barrels"
"1350","DE",2013,75629.27,"Kegs and Barrels"
"1351","DE",2014,82037.96,"Kegs and Barrels"
"1352","DE",2015,83489.86,"Kegs and Barrels"
"1353","DE",2016,78225.11,"Kegs and Barrels"
"1354","DE",2017,74403.02,"Kegs and Barrels"
"1355","DE",2018,68113.87,"Kegs and Barrels"
"1356","DE",2019,60444.29,"Kegs and Barrels"
"1357","FL",2008,1188745.72,"Kegs and Barrels"
"1358","FL",2009,1297356.04,"Kegs and Barrels"
"1359","FL",2010,1247064.73,"Kegs and Barrels"
"1360","FL",2011,1287687.46,"Kegs and Barrels"
"1361","FL",2012,1289450.36,"Kegs and Barrels"
"1362","FL",2013,1260567.42,"Kegs and Barrels"
"1363","FL",2014,1242022.65,"Kegs and Barrels"
"1364","FL",2015,1245516.38,"Kegs and Barrels"
"1365","FL",2016,1186318.43,"Kegs and Barrels"
"1366","FL",2017,1173282.12,"Kegs and Barrels"
"1367","FL",2018,1211791.38,"Kegs and Barrels"
"1368","FL",2019,1177400.04,"Kegs and Barrels"
"1369","GA",2008,412159.15,"Kegs and Barrels"
"1370","GA",2009,578799.07,"Kegs and Barrels"
"1371","GA",2010,518567.58,"Kegs and Barrels"
"1372","GA",2011,482677.65,"Kegs and Barrels"
"1373","GA",2012,480930.15,"Kegs and Barrels"
"1374","GA",2013,545302.04,"Kegs and Barrels"
"1375","GA",2014,489713.84,"Kegs and Barrels"
"1376","GA",2015,463799.45,"Kegs and Barrels"
"1377","GA",2016,533283.65,"Kegs and Barrels"
"1378","GA",2017,499930.03,"Kegs and Barrels"
"1379","GA",2018,460632.48,"Kegs and Barrels"
"1380","GA",2019,499525.74,"Kegs and Barrels"
"1381","HI",2008,13159.64,"Kegs and Barrels"
"1382","HI",2009,13292.91,"Kegs and Barrels"
"1383","HI",2010,15488.55,"Kegs and Barrels"
"1384","HI",2011,19606.37,"Kegs and Barrels"
"1385","HI",2012,19391.33,"Kegs and Barrels"
"1386","HI",2013,18107.58,"Kegs and Barrels"
"1387","HI",2014,21582.44,"Kegs and Barrels"
"1388","HI",2015,25424.3,"Kegs and Barrels"
"1389","HI",2016,28641.98,"Kegs and Barrels"
"1390","HI",2017,32067.39,"Kegs and Barrels"
"1391","HI",2018,34821.42,"Kegs and Barrels"
"1392","HI",2019,35111.73,"Kegs and Barrels"
"1393","IA",2008,2113.46,"Kegs and Barrels"
"1394","IA",2009,2634.37,"Kegs and Barrels"
"1395","IA",2010,3780.36,"Kegs and Barrels"
"1396","IA",2011,6320.58,"Kegs and Barrels"
"1397","IA",2012,8572.43,"Kegs and Barrels"
"1398","IA",2013,13243.72,"Kegs and Barrels"
"1399","IA",2014,21448.89,"Kegs and Barrels"
"1400","IA",2015,15321.13,"Kegs and Barrels"
"1401","IA",2016,7700.13,"Kegs and Barrels"
"1402","IA",2017,12338,"Kegs and Barrels"
"1403","IA",2018,9353.45,"Kegs and Barrels"
"1404","IA",2019,18434.52,"Kegs and Barrels"
"1405","ID",2008,6279.71,"Kegs and Barrels"
"1406","ID",2009,6797.91,"Kegs and Barrels"
"1407","ID",2010,6834.92,"Kegs and Barrels"
"1408","ID",2011,7749.54,"Kegs and Barrels"
"1409","ID",2012,11316.83,"Kegs and Barrels"
"1410","ID",2013,15294.81,"Kegs and Barrels"
"1411","ID",2014,17477.57,"Kegs and Barrels"
"1412","ID",2015,16864.87,"Kegs and Barrels"
"1413","ID",2016,16296.75,"Kegs and Barrels"
"1414","ID",2017,17439.22,"Kegs and Barrels"
"1415","ID",2018,15268.86,"Kegs and Barrels"
"1416","ID",2019,14402.52,"Kegs and Barrels"
"1417","IL",2008,39678.85,"Kegs and Barrels"
"1418","IL",2009,46856.93,"Kegs and Barrels"
"1419","IL",2010,63152.26,"Kegs and Barrels"
"1420","IL",2011,64148.06,"Kegs and Barrels"
"1421","IL",2012,60573.7,"Kegs and Barrels"
"1422","IL",2013,68420.11,"Kegs and Barrels"
"1423","IL",2014,145486.79,"Kegs and Barrels"
"1424","IL",2015,214051.58,"Kegs and Barrels"
"1425","IL",2016,243183,"Kegs and Barrels"
"1426","IL",2017,229367.33,"Kegs and Barrels"
"1427","IL",2018,219382.35,"Kegs and Barrels"
"1428","IL",2019,200870.19,"Kegs and Barrels"
"1429","IN",2008,11103.64,"Kegs and Barrels"
"1430","IN",2009,14744.42,"Kegs and Barrels"
"1431","IN",2010,23055.64,"Kegs and Barrels"
"1432","IN",2011,36461.47,"Kegs and Barrels"
"1433","IN",2012,48867.09,"Kegs and Barrels"
"1434","IN",2013,61510.42,"Kegs and Barrels"
"1435","IN",2014,66614.28,"Kegs and Barrels"
"1436","IN",2015,66387.49,"Kegs and Barrels"
"1437","IN",2016,68150,"Kegs and Barrels"
"1438","IN",2017,63530.02,"Kegs and Barrels"
"1439","IN",2018,56023.45,"Kegs and Barrels"
"1440","IN",2019,49086.33,"Kegs and Barrels"
"1441","KS",2008,1521.34,"Kegs and Barrels"
"1442","KS",2009,1857.82,"Kegs and Barrels"
"1443","KS",2010,3107.42,"Kegs and Barrels"
"1444","KS",2011,5670.63,"Kegs and Barrels"
"1445","KS",2012,4768.33,"Kegs and Barrels"
"1446","KS",2013,6125.65,"Kegs and Barrels"
"1447","KS",2014,7418.78,"Kegs and Barrels"
"1448","KS",2015,8041.3,"Kegs and Barrels"
"1449","KS",2016,9585.41,"Kegs and Barrels"
"1450","KS",2017,10026.43,"Kegs and Barrels"
"1451","KS",2018,6342.37,"Kegs and Barrels"
"1452","KS",2019,7479.97,"Kegs and Barrels"
"1453","KY",2008,4568.13,"Kegs and Barrels"
"1454","KY",2009,5312,"Kegs and Barrels"
"1455","KY",2010,8190.89,"Kegs and Barrels"
"1456","KY",2011,9276.72,"Kegs and Barrels"
"1457","KY",2012,11795.65,"Kegs and Barrels"
"1458","KY",2013,19416.85,"Kegs and Barrels"
"1459","KY",2014,24748.1,"Kegs and Barrels"
"1460","KY",2015,30952.49,"Kegs and Barrels"
"1461","KY",2016,30049.37,"Kegs and Barrels"
"1462","KY",2017,32458.9,"Kegs and Barrels"
"1463","KY",2018,28653.06,"Kegs and Barrels"
"1464","KY",2019,25118.64,"Kegs and Barrels"
"1465","LA",2008,28163.29,"Kegs and Barrels"
"1466","LA",2009,34585.32,"Kegs and Barrels"
"1467","LA",2010,43767.95,"Kegs and Barrels"
"1468","LA",2011,53422.01,"Kegs and Barrels"
"1469","LA",2012,56196.18,"Kegs and Barrels"
"1470","LA",2013,62679.68,"Kegs and Barrels"
"1471","LA",2014,69442.53,"Kegs and Barrels"
"1472","LA",2015,72007.58,"Kegs and Barrels"
"1473","LA",2016,61638.35,"Kegs and Barrels"
"1474","LA",2017,53685.02,"Kegs and Barrels"
"1475","LA",2018,48367.7,"Kegs and Barrels"
"1476","LA",2019,33660.9,"Kegs and Barrels"
"1477","MA",2008,79385.94,"Kegs and Barrels"
"1478","MA",2009,84522.98,"Kegs and Barrels"
"1479","MA",2010,98121.54,"Kegs and Barrels"
"1480","MA",2011,119862.81,"Kegs and Barrels"
"1481","MA",2012,131474.98,"Kegs and Barrels"
"1482","MA",2013,126580.1,"Kegs and Barrels"
"1483","MA",2014,128941.15,"Kegs and Barrels"
"1484","MA",2015,149185.25,"Kegs and Barrels"
"1485","MA",2016,138987.97,"Kegs and Barrels"
"1486","MA",2017,162431.53,"Kegs and Barrels"
"1487","MA",2018,154797.7,"Kegs and Barrels"
"1488","MA",2019,143222.34,"Kegs and Barrels"
"1489","MD",2008,23321.62,"Kegs and Barrels"
"1490","MD",2009,24036.23,"Kegs and Barrels"
"1491","MD",2010,29123.06,"Kegs and Barrels"
"1492","MD",2011,38254.66,"Kegs and Barrels"
"1493","MD",2012,46213.33,"Kegs and Barrels"
"1494","MD",2013,52907.04,"Kegs and Barrels"
"1495","MD",2014,58176.63,"Kegs and Barrels"
"1496","MD",2015,64705.32,"Kegs and Barrels"
"1497","MD",2016,68486.52,"Kegs and Barrels"
"1498","MD",2017,69714.09,"Kegs and Barrels"
"1499","MD",2018,70807.06,"Kegs and Barrels"
"1500","MD",2019,72769.66,"Kegs and Barrels"
"1501","ME",2008,42649.45,"Kegs and Barrels"
"1502","ME",2009,47649.73,"Kegs and Barrels"
"1503","ME",2010,58015.64,"Kegs and Barrels"
"1504","ME",2011,77600.43,"Kegs and Barrels"
"1505","ME",2012,97285.94,"Kegs and Barrels"
"1506","ME",2013,110683.11,"Kegs and Barrels"
"1507","ME",2014,116113.35,"Kegs and Barrels"
"1508","ME",2015,117491.36,"Kegs and Barrels"
"1509","ME",2016,120823.77,"Kegs and Barrels"
"1510","ME",2017,116743.91,"Kegs and Barrels"
"1511","ME",2018,97260.97,"Kegs and Barrels"
"1512","ME",2019,101032.66,"Kegs and Barrels"
"1513","MI",2008,74309.35,"Kegs and Barrels"
"1514","MI",2009,94996.8,"Kegs and Barrels"
"1515","MI",2010,118799.27,"Kegs and Barrels"
"1516","MI",2011,148703.06,"Kegs and Barrels"
"1517","MI",2012,185386.44,"Kegs and Barrels"
"1518","MI",2013,227414.7,"Kegs and Barrels"
"1519","MI",2014,297520.14,"Kegs and Barrels"
"1520","MI",2015,330798.01,"Kegs and Barrels"
"1521","MI",2016,329891.64,"Kegs and Barrels"
"1522","MI",2017,347771.21,"Kegs and Barrels"
"1523","MI",2018,359017.74,"Kegs and Barrels"
"1524","MI",2019,348934.58,"Kegs and Barrels"
"1525","MN",2008,62497.37,"Kegs and Barrels"
"1526","MN",2009,67335.83,"Kegs and Barrels"
"1527","MN",2010,79534.59,"Kegs and Barrels"
"1528","MN",2011,101033.14,"Kegs and Barrels"
"1529","MN",2012,115956.35,"Kegs and Barrels"
"1530","MN",2013,133102.69,"Kegs and Barrels"
"1531","MN",2014,154949.51,"Kegs and Barrels"
"1532","MN",2015,154250.32,"Kegs and Barrels"
"1533","MN",2016,159728.02,"Kegs and Barrels"
"1534","MN",2017,159497.56,"Kegs and Barrels"
"1535","MN",2018,152641.92,"Kegs and Barrels"
"1536","MN",2019,146756.1,"Kegs and Barrels"
"1537","MO",2008,1527439.4,"Kegs and Barrels"
"1538","MO",2009,1382551.86,"Kegs and Barrels"
"1539","MO",2010,1183200.36,"Kegs and Barrels"
"1540","MO",2011,1119507.94,"Kegs and Barrels"
"1541","MO",2012,1019244.02,"Kegs and Barrels"
"1542","MO",2013,942359.26,"Kegs and Barrels"
"1543","MO",2014,891963.11,"Kegs and Barrels"
"1544","MO",2015,881247.94,"Kegs and Barrels"
"1545","MO",2016,913652.28,"Kegs and Barrels"
"1546","MO",2017,840259.38,"Kegs and Barrels"
"1547","MO",2018,763851.31,"Kegs and Barrels"
"1548","MO",2019,742043.07,"Kegs and Barrels"
"1549","MS",2008,2329.33,"Kegs and Barrels"
"1550","MS",2009,3585.07,"Kegs and Barrels"
"1551","MS",2010,5258.34,"Kegs and Barrels"
"1552","MS",2011,6867.94,"Kegs and Barrels"
"1553","MS",2012,6481.96,"Kegs and Barrels"
"1554","MS",2013,6907.14,"Kegs and Barrels"
"1555","MS",2014,7726.08,"Kegs and Barrels"
"1556","MS",2015,5999.23,"Kegs and Barrels"
"1557","MS",2016,5060.32,"Kegs and Barrels"
"1558","MS",2017,4474.17,"Kegs and Barrels"
"1559","MS",2018,3666.89,"Kegs and Barrels"
"1560","MS",2019,3361.31,"Kegs and Barrels"
"1561","MT",2008,36944.52,"Kegs and Barrels"
"1562","MT",2009,35824.92,"Kegs and Barrels"
"1563","MT",2010,41261.22,"Kegs and Barrels"
"1564","MT",2011,46957.49,"Kegs and Barrels"
"1565","MT",2012,50865.95,"Kegs and Barrels"
"1566","MT",2013,54321.28,"Kegs and Barrels"
"1567","MT",2014,58998.91,"Kegs and Barrels"
"1568","MT",2015,53876.38,"Kegs and Barrels"
"1569","MT",2016,50679.09,"Kegs and Barrels"
"1570","MT",2017,47842.61,"Kegs and Barrels"
"1571","MT",2018,44290.04,"Kegs and Barrels"
"1572","MT",2019,39887.71,"Kegs and Barrels"
"1573","NC",2008,834274.14,"Kegs and Barrels"
"1574","NC",2009,766996.13,"Kegs and Barrels"
"1575","NC",2010,903892.92,"Kegs and Barrels"
"1576","NC",2011,1010647.87,"Kegs and Barrels"
"1577","NC",2012,1054976.57,"Kegs and Barrels"
"1578","NC",2013,988300.04,"Kegs and Barrels"
"1579","NC",2014,971829.71,"Kegs and Barrels"
"1580","NC",2015,991004.06,"Kegs and Barrels"
"1581","NC",2016,561127.2,"Kegs and Barrels"
"1582","NC",2017,289428.28,"Kegs and Barrels"
"1583","NC",2018,298636.47,"Kegs and Barrels"
"1584","NC",2019,300587.32,"Kegs and Barrels"
"1585","ND",2008,NA,"Kegs and Barrels"
"1586","ND",2009,NA,"Kegs and Barrels"
"1587","ND",2010,NA,"Kegs and Barrels"
"1588","ND",2011,NA,"Kegs and Barrels"
"1589","ND",2012,NA,"Kegs and Barrels"
"1590","ND",2013,590.57,"Kegs and Barrels"
"1591","ND",2014,2601.31,"Kegs and Barrels"
"1592","ND",2015,3456.6,"Kegs and Barrels"
"1593","ND",2016,1867.45,"Kegs and Barrels"
"1594","ND",2017,3219.15,"Kegs and Barrels"
"1595","ND",2018,299.88,"Kegs and Barrels"
"1596","ND",2019,145.87,"Kegs and Barrels"
"1597","NE",2008,3524.26,"Kegs and Barrels"
"1598","NE",2009,4091.47,"Kegs and Barrels"
"1599","NE",2010,5688.77,"Kegs and Barrels"
"1600","NE",2011,7000.95,"Kegs and Barrels"
"1601","NE",2012,7244.52,"Kegs and Barrels"
"1602","NE",2013,3840.44,"Kegs and Barrels"
"1603","NE",2014,13753.51,"Kegs and Barrels"
"1604","NE",2015,10422.01,"Kegs and Barrels"
"1605","NE",2016,14472.86,"Kegs and Barrels"
"1606","NE",2017,13928.55,"Kegs and Barrels"
"1607","NE",2018,11217.22,"Kegs and Barrels"
"1608","NE",2019,9249.5,"Kegs and Barrels"
"1609","NH",2008,331130.43,"Kegs and Barrels"
"1610","NH",2009,338988.75,"Kegs and Barrels"
"1611","NH",2010,341517.58,"Kegs and Barrels"
"1612","NH",2011,364000.89,"Kegs and Barrels"
"1613","NH",2012,365463.83,"Kegs and Barrels"
"1614","NH",2013,381402.55,"Kegs and Barrels"
"1615","NH",2014,367976.5,"Kegs and Barrels"
"1616","NH",2015,347827.51,"Kegs and Barrels"
"1617","NH",2016,317004.98,"Kegs and Barrels"
"1618","NH",2017,292497.8,"Kegs and Barrels"
"1619","NH",2018,295253.52,"Kegs and Barrels"
"1620","NH",2019,269654.65,"Kegs and Barrels"
"1621","NJ",2008,489576.07,"Kegs and Barrels"
"1622","NJ",2009,487051.21,"Kegs and Barrels"
"1623","NJ",2010,544599.19,"Kegs and Barrels"
"1624","NJ",2011,559276.11,"Kegs and Barrels"
"1625","NJ",2012,502680.99,"Kegs and Barrels"
"1626","NJ",2013,443199.05,"Kegs and Barrels"
"1627","NJ",2014,447843.58,"Kegs and Barrels"
"1628","NJ",2015,423001.17,"Kegs and Barrels"
"1629","NJ",2016,376621.44,"Kegs and Barrels"
"1630","NJ",2017,367964.45,"Kegs and Barrels"
"1631","NJ",2018,370889.34,"Kegs and Barrels"
"1632","NJ",2019,325232.23,"Kegs and Barrels"
"1633","NM",2008,5965.5,"Kegs and Barrels"
"1634","NM",2009,7739.68,"Kegs and Barrels"
"1635","NM",2010,7838.24,"Kegs and Barrels"
"1636","NM",2011,10594.14,"Kegs and Barrels"
"1637","NM",2012,12803.35,"Kegs and Barrels"
"1638","NM",2013,15093.44,"Kegs and Barrels"
"1639","NM",2014,21957.12,"Kegs and Barrels"
"1640","NM",2015,26192.78,"Kegs and Barrels"
"1641","NM",2016,27804.17,"Kegs and Barrels"
"1642","NM",2017,34733.93,"Kegs and Barrels"
"1643","NM",2018,37733.8,"Kegs and Barrels"
"1644","NM",2019,37837.5,"Kegs and Barrels"
"1645","NV",2008,14809.07,"Kegs and Barrels"
"1646","NV",2009,13983.77,"Kegs and Barrels"
"1647","NV",2010,14741.33,"Kegs and Barrels"
"1648","NV",2011,7871.97,"Kegs and Barrels"
"1649","NV",2012,4993.73,"Kegs and Barrels"
"1650","NV",2013,5702.72,"Kegs and Barrels"
"1651","NV",2014,8085.97,"Kegs and Barrels"
"1652","NV",2015,5161.63,"Kegs and Barrels"
"1653","NV",2016,8279.46,"Kegs and Barrels"
"1654","NV",2017,10871.8,"Kegs and Barrels"
"1655","NV",2018,12423.11,"Kegs and Barrels"
"1656","NV",2019,15045.5,"Kegs and Barrels"
"1657","NY",2008,749430.78,"Kegs and Barrels"
"1658","NY",2009,650087.06,"Kegs and Barrels"
"1659","NY",2010,583310.58,"Kegs and Barrels"
"1660","NY",2011,604493.47,"Kegs and Barrels"
"1661","NY",2012,668632.48,"Kegs and Barrels"
"1662","NY",2013,674239.5,"Kegs and Barrels"
"1663","NY",2014,596752.77,"Kegs and Barrels"
"1664","NY",2015,589153.27,"Kegs and Barrels"
"1665","NY",2016,566871.56,"Kegs and Barrels"
"1666","NY",2017,520583.59,"Kegs and Barrels"
"1667","NY",2018,466871,"Kegs and Barrels"
"1668","NY",2019,450143.63,"Kegs and Barrels"
"1669","OH",2008,1708860.22,"Kegs and Barrels"
"1670","OH",2009,1895495.69,"Kegs and Barrels"
"1671","OH",2010,2033529.73,"Kegs and Barrels"
"1672","OH",2011,1886886.8,"Kegs and Barrels"
"1673","OH",2012,1790342.28,"Kegs and Barrels"
"1674","OH",2013,1726077.24,"Kegs and Barrels"
"1675","OH",2014,1643427.98,"Kegs and Barrels"
"1676","OH",2015,1628062.64,"Kegs and Barrels"
"1677","OH",2016,1457112.02,"Kegs and Barrels"
"1678","OH",2017,1383472.57,"Kegs and Barrels"
"1679","OH",2018,1359048.25,"Kegs and Barrels"
"1680","OH",2019,1368599.36,"Kegs and Barrels"
"1681","OK",2008,939.98,"Kegs and Barrels"
"1682","OK",2009,2578.47,"Kegs and Barrels"
"1683","OK",2010,3395.64,"Kegs and Barrels"
"1684","OK",2011,4025.32,"Kegs and Barrels"
"1685","OK",2012,4826.95,"Kegs and Barrels"
"1686","OK",2013,4840.77,"Kegs and Barrels"
"1687","OK",2014,6110,"Kegs and Barrels"
"1688","OK",2015,4539.32,"Kegs and Barrels"
"1689","OK",2016,5642.57,"Kegs and Barrels"
"1690","OK",2017,5409.25,"Kegs and Barrels"
"1691","OK",2018,968.47,"Kegs and Barrels"
"1692","OK",2019,1121.82,"Kegs and Barrels"
"1693","OR",2008,302197.16,"Kegs and Barrels"
"1694","OR",2009,325659.16,"Kegs and Barrels"
"1695","OR",2010,341505.24,"Kegs and Barrels"
"1696","OR",2011,357821.43,"Kegs and Barrels"
"1697","OR",2012,375659.57,"Kegs and Barrels"
"1698","OR",2013,415935.76,"Kegs and Barrels"
"1699","OR",2014,479575.19,"Kegs and Barrels"
"1700","OR",2015,489128.91,"Kegs and Barrels"
"1701","OR",2016,477381.22,"Kegs and Barrels"
"1702","OR",2017,643288.16,"Kegs and Barrels"
"1703","OR",2018,404151.01,"Kegs and Barrels"
"1704","OR",2019,349803.33,"Kegs and Barrels"
"1705","PA",2008,772329.9,"Kegs and Barrels"
"1706","PA",2009,953285.76,"Kegs and Barrels"
"1707","PA",2010,998172.5,"Kegs and Barrels"
"1708","PA",2011,1081543.3,"Kegs and Barrels"
"1709","PA",2012,1168462.04,"Kegs and Barrels"
"1710","PA",2013,1172679.83,"Kegs and Barrels"
"1711","PA",2014,1244846.05,"Kegs and Barrels"
"1712","PA",2015,1156462.98,"Kegs and Barrels"
"1713","PA",2016,1035752.73,"Kegs and Barrels"
"1714","PA",2017,946253.9,"Kegs and Barrels"
"1715","PA",2018,905758.65,"Kegs and Barrels"
"1716","PA",2019,822363.35,"Kegs and Barrels"
"1717","RI",2008,2347,"Kegs and Barrels"
"1718","RI",2009,2430,"Kegs and Barrels"
"1719","RI",2010,3236.99,"Kegs and Barrels"
